"CANCION","GRUPO/ARTISTA","GENERO","PUNTUACION","IMPACTO SOCIAL","TIPO DE IMPACTO","DESCRIPCION","AÑO"
"COMO EL AIRE","JUAN FALU","VALS","588","4","AMBIENTAL","D_1187",""
"VALS DE TUCUMAN","LOS CHAZA","VALS","700","7","EDUCATIVO","D_1188",""
"QUE TALTRIO","OSCAR AVILES","VALS","352","10","EDUCATIVO","D_1189",""
"LO INOLVIDABLE DE CHABUCA GRANDA","TANIA LIBERTAD","VALS","600","5","EDUCATIVO","D_1190",""
"EVA AYLLON EN ESCENA","EVA AYLLON","VALS","352","4","EDUCATIVO","D_1191",""
"UN SEÑOR VALS","MARIELA VALENCIA","VALS","752","9","POLITICO","D_1192",""
"CONTRAPUNTO NORTEÑO","LOS TROVADORES DEL NORTE","VALS","200","9","POLITICO","D_1193",""
"YSIGUEN FESTEJANDO JUNTOS","OSCAR AVILES","VALS","642","4","ECONOMICO","D_1194",""
"GRANDES EXITOS","LOS TROVEROS CRIOLLOS","VALS","900","8","POLITICO","D_1195",""
"PIEL CANELA","ROSALINA LEYVA","VALS","800","4","ECONOMICO","D_1196",""
"ARTURO CAVERO","ARTURO CAVERO","VALS","788","10","AMBIENTAL","D_1197",""
"PEROU HUAYNO VALSE CREOLE ET MARINERA","VARIOUS ARTISTS","VALS","500","5","CULTURAL","D_1198",""
"EL SABOR DE LUCILA CAMPOS","LUCILA CAMPOS","VALS","800","3","EDUCATIVO","D_1199",""
"CALAVERITAS","ANA TIJOUX","VALS","538","3","SOCIAL","D_1200",""
"YO TE QUI","MON LAFERTE","VALS","618","6","SOCIAL","D_1201",""
"A CHABUCA","VARIOUS ARTISTS","VALS","630","10","RELIGION","D_1202",""
"CONTINENTALES","MACHA Y EL BLOQUE DEPRESIVO","VALS","740","6","RELIGION","D_1203",""
"100% LUCIDOS","MACHA Y EL BLOQUE DEPRESIVO","VALS","772","9","AMBIENTAL","D_1204",""
"LADO B","MACHA Y EL BLOQUE DEPRESIVO","VALS","700","4","EDUCATIVO","D_1205",""
"SESIONES LA HABANA","MACHA Y EL BLOQUE DEPRESIVO","VALS","760","10","ECONOMICO","D_1206",""
"FRACASOS ABRAZADOS","SOLAMENTE VAL","VALS","698","1","RELIGION","D_1207",""
"CONTIGO PERU","ARTURO CAVERO & OSCAR AVILES","VALS","814","5","POLITICO","D_1208",""
"ESTA ES MI TIERRA","ARTURO CAVERO & OSCAR AVILES","VALS","870","8","RELIGION","D_1209",""
"DESOLACION","JUANITA ROSILLO","VALS","566","9","AMBIENTAL","D_1210",""
"FLOR MARCHITA","JUANITA ROSILLO","VALS","566","5","SOCIAL","D_1211",""
"BLANCA LUZ","LIRA DE SAN CRISTOBAL","VALS","446","8","EDUCATIVO","D_1212",""
"REIR LLORANDO","LIRA DE SAN CRISTOBAL","VALS","440","8","ECONOMICO","D_1213",""
"SUEÑO DE JUVENTUD","CARLOS DI SARLI","VALS","736","9","POLITICO","D_1214",""
"A LA GRAN MUÑECA","CARLOS DI SARLI","VALS","806","4","EDUCATIVO","D_1215",""
"GERMINA","HERMANAS GASTELU MIGUEL MIRANDA","VALS","944","9","POLITICO","D_1216",""
"GERMINA","HERMANAS GASTELU MIGUEL MIRANDA","VALS","970","4","SOCIAL","D_1217",""
"CAFE CON LECHE","ALMENERIO Y SAEZ","VALS","922","4","ECONOMICO","D_1218",""
"EL MANANTIAL","ALMENERIO Y SAEZ","VALS","900","8","POLITICO","D_1219",""
"ANTONIO TORMO","ANTONIO TORMO","VALS","424","9","POLITICO","D_1220",""
"DE COLECCION","LOS GENIOS","VALS","904","7","SOCIAL","D_1221",""
"EL RANCHO E LA CAMBICHA","ANTONIO TORMO","VALS","934","5","SOCIAL","D_1222",""
"HISTORIA DE LA MUSICA CRIOLLA 1934 1945","FILOMENO ORMEÑO","VALS","938","10","EDUCATIVO","D_1223",""
"LO MEJOR DE","LUCIA DE LA CRUZ","VALS","436","9","EDUCATIVO","D_1224",""
"EN FIESTA CRIOLLA","PANCHITO JIMENEZ","VALS","714","4","POLITICO","D_1225",""
"DE VUELTA AL BARRIO","LOS EMBAJADORES CRIOLLOS","VALS","306","9","SOCIAL","D_1226",""
"CABALLEROS DE LA CANCION CRIOLLA","LOS MOROCHUCOS","VALS","286","7","EDUCATIVO","D_1227",""
"ANTONIO TORMO","ANTONIO TORMO","VALS","512","2","ECONOMICO","D_1228",""
"VALSES INOLVIDABLES DE FELIPE PINGLO","FELIPE PINGLO","VALS","762","7","CULTURAL","D_1229",""
"SERENATA CRIOLLA","VARIOUS ARTISTS","VALS","432","9","CULTURAL","D_1230",""
"NUESTRA SERENATA","LOS TROVADORES DEL NORTE","VALS","692","4","CULTURAL","D_1231",""
"ARRIBA PERU","EVA AYLLON","MARINERA","920","8","SOCIAL","D_1232",""
"ADIOS CHOLITO","LUCHA REYES","MARINERA","900","6","EDUCATIVO","D_1233",""
"QUE VIVA CHICLAYO","CARLOS HAYRE","MARINERA","850","8","POLITICO","D_1234",""
"REINA DE REINAS","LUIS ABANTO MORALES","MARINERA","880","9","ECONOMICO","D_1235",""
"VERONICA MARINERA","LOS EMBAJADORES CRIOLLOS","MARINERA","790","5","CULTURAL","D_1236",""
"TRUJILLANA","PANCHITO JIMENEZ","MARINERA","820","8","SOCIAL","D_1237",""
"CUAL ES MEJOR","CHABUCA GRANDA","MARINERA","830","7","CULTURAL","D_1238",""
"VIVA TRUJILLO","LUCHA REYES","MARINERA","950","5","SOCIAL","D_1239",""
"MARINERA DE CORAZON","EVA AYLLON","MARINERA","870","7","ECONOMICO","D_1240",""
"REINA Y CAMPEONA","CARLOS HAYRE","MARINERA","840","6","EDUCATIVO","D_1241",""
"HOMENAJE A CESAR ZAPATA","OSCAR AVILES","MARINERA","910","5","POLITICO","D_1242",""
"SEÑORITA MARINERA","LUIS ABANTO MORALES","MARINERA","760","3","RELIGION","D_1243",""
"CORAJE CHOLO","JUAN CAMACHO","MARINERA","900","5","EDUCATIVO","D_1244",""
"DEL NORTE VENGO","CHABUCA GRANDA","MARINERA","820","9","CULTURAL","D_1245",""
"TRUJILLO DE MIS AMORES","LOS EMBAJADORES CRIOLLOS","MARINERA","780","4","EDUCATIVO","D_1246",""
"LA HUANCHAQUERA","PANCHITO JIMENEZ","MARINERA","770","7","SOCIAL","D_1247",""
"SUEÑO DE POCHI","EVA AYLLON","MARINERA","810","10","RELIGION","D_1248",""
"SACACHISPAS","CARLOS HAYRE","MARINERA","800","5","RELIGION","D_1249",""
"AL COMPAS DE LA 32","LUCHA REYES","MARINERA","840","6","RELIGION","D_1250",""
"MONTONERO AREQUIPEÑO","OSCAR AVILES","MARINERA","830","9","RELIGION","D_1251",""
"SONANDO EL CUERO DEL TAMBOR","PANCHITO JIMENEZ","MARINERA","770","10","EDUCATIVO","D_1252",""
"300 LIBRAS DE ORO","LUCHA REYES","MARINERA","900","8","SOCIAL","D_1253",""
"BATUTA Y GLORIA","EVA AYLLON","MARINERA","850","7","AMBIENTAL","D_1254",""
"LA VEGUERA","CARLOS HAYRE","MARINERA","750","5","CULTURAL","D_1255",""
"BACKUS AMIGOS POR SIEMPRE","CHABUCA GRANDA","MARINERA","810","4","ECONOMICO","D_1256",""
"SEÑOR DE LA MARINERA","OSCAR AVILES","MARINERA","870","8","RELIGION","D_1257",""
"VAMOS CAMPEON","LUCHA REYES","MARINERA","840","8","EDUCATIVO","D_1258",""
"LA VOZ DE LA CALLE","EVA AYLLON","MARINERA","830","8","ECONOMICO","D_1259",""
"DULCE Y BONITA","LUIS ABANTO MORALES","MARINERA","820","3","SOCIAL","D_1260",""
"AL GOLPE DEL CAJON","PANCHITO JIMENEZ","MARINERA","790","10","RELIGION","D_1261",""
"LA ASCOPANA","CHABUCA GRANDA","MARINERA","800","1","POLITICO","D_1262",""
"ADIOS PUEBLO DE AYACUCHO","EVA AYLLON","MARINERA","900","8","SOCIAL","D_1263",""
"SAN MIGUEL DE PIURA","LUCHA REYES","MARINERA","840","4","ECONOMICO","D_1264",""
"CORAZON CORAZON","CARLOS HAYRE","MARINERA","770","4","RELIGION","D_1265",""
"EN MOCHE ME ENAMORE","OSCAR AVILES","MARINERA","800","1","RELIGION","D_1266",""
"HOMENAJE AL SR MEMO BURMESTER","LUIS ABANTO MORALES","MARINERA","850","8","CULTURAL","D_1267",""
"CHOLITO PANTALON BLANCO","JUAN CAMACHO","MARINERA","820","1","AMBIENTAL","D_1268",""
"DON GUILLERMO","CHABUCA GRANDA","MARINERA","870","5","CULTURAL","D_1269",""
"EL TRIUNFADOR","LUCHA REYES","MARINERA","900","8","RELIGION","D_1270",""
"PROA AL PUERTO","PANCHITO JIMENEZ","MARINERA","790","5","AMBIENTAL","D_1271",""
"NADIE COMO TU","EVA AYLLON","MARINERA","800","1","POLITICO","D_1272",""
"ANGEL DE LA MARINERA","CARLOS HAYRE","MARINERA","810","8","AMBIENTAL","D_1273",""
"CHALAN DE PIMENTEL","LUIS ABANTO MORALES","MARINERA","850","6","RELIGION","D_1274",""
"ADIOS MAESTRO","CHABUCA GRANDA","MARINERA","830","4","POLITICO","D_1275",""
"50 PA 60","OSCAR AVILES","MARINERA","810","9","AMBIENTAL","D_1276",""
"BAILANDO CON EL BALON","EVA AYLLON","MARINERA","840","8","CULTURAL","D_1277",""
"CHICLAYANITA","LUCHA REYES","MARINERA","870","9","AMBIENTAL","D_1278",""
"LA CONCHEPERLA","PANCHITO JIMENEZ","MARINERA","800","8","POLITICO","D_1279",""
"CON PAÑUELOS AL AIRE","CHABUCA GRANDA","MARINERA","900","8","EDUCATIVO","D_1280",""
"LA SONRISA DE LA MARINERA","OSCAR AVILES","MARINERA","930","5","POLITICO","D_1281",""
"QUIQUIN PACHA","KJARKAS","HUAYNO","654","9","ECONOMICO","D_1282",""
"PASTORITA HUARACINA","PASTORITA HUARACINA","HUAYNO","694","2","EDUCATIVO","D_1283",""
"EL CORAZON DEL PUEBLO (THE HEART OF THE PEOPLE)","LOS MASIS","HUAYNO","332","8","POLITICO","D_1284",""
"ESPIRITU DE ESTA SELVA","BERSUIT VERGARABAT","HUAYNO","584","9","AMBIENTAL","D_1285",""
"CANTO Y SENTIMIENTO DE UN PUEBLO","GRUPO BOLIVIA","HUAYNO","700","8","ECONOMICO","D_1286",""
"LO MEJOR DE LUZMILA CARPIO S","CANTOS QUECHUA AYMARAS DE LOS ANDES","HUAYNO","660","8","EDUCATIVO","D_1287",""
"REINA DEL FOLKLORE 1970 1971","LUZMILA CARPIO","HUAYNO","636","5","EDUCATIVO","D_1288",""
"EUSEBIO CHATO GRADOS","EUSEBIO CHATO GRADOS","HUAYNO","600","9","AMBIENTAL","D_1289",""
"HUAYNOS Y DANZAS","RELIGIOUS AND SECULAR MUSIC OF THE CALLEJON DE HUAYLAS","HUAYNO","696","10","POLITICO","D_1290",""
"LO MEJOR DE LOS DE UNCIA","LOS DE UNCIA","HUAYNO","700","7","SOCIAL","D_1291",""
"LA SANTA TIERRA","ALICIA MAGUIÑA","HUAYNO","638","7","RELIGION","D_1292",""
"PURO HUAYNO ANTOLOGIA DE LA MUSICA PERUANA","VARIOUS ARTISTS","HUAYNO","756","8","EDUCATIVO","D_1293",""
"MUSIC OF NORTE POTOSI MUSIQUE DE NORTE POTOSI","FLORINDO ALVIS","HUAYNO","620","9","EDUCATIVO","D_1294",""
"EL ALMA DE LA GUITARRA PERUANA","RAUL GARCIA ZARATE","HUAYNO","850","3","EDUCATIVO","D_1295",""
"TREN DEL CIELO","SOLEDAD","HUAYNO","800","9","SOCIAL","D_1296",""
"GRANDES EXITOS","FLOR PILEÑA","HUAYNO","762","6","RELIGION","D_1297",""
"WILLKA MAYU","WILLKA MAYU","HUAYNO","864","9","EDUCATIVO","D_1298",""
"ARPA AYACUCHANA PERU INSTRUMENTAL VOL1","OTONIEL CCALLANCHIRA","HUAYNO","440","9","EDUCATIVO","D_1299",""
"GRACIAS POR QUERERNOS TANTO","GRUPO FEMENINO BOLIVIA","HUAYNO","860","6","SOCIAL","D_1300",""
"TE LO ANUNCIO","NANCY MANCHEGO","HUAYNO","700","6","SOCIAL","D_1301",""
"KINGDOM OF THE SUN","DAVID LEWISTON","HUAYNO","460","5","POLITICO","D_1302",""
"LO NUESTRO TERMINO","GERALDINA ANTEZANA","HUAYNO","750","7","EDUCATIVO","D_1303",""
"LA NIÑA MARAVILLA DEL FOLCKLORE","WENDY SULCA","HUAYNO","300","8","SOCIAL","D_1304",""
"LA TETITA","WENDY SULCA","HUAYNO","346","9","AMBIENTAL","D_1305",""
"CONTIGO PERU","ARTURO ZAMBO CAVERO","TONDERO","854","10","CULTURAL","D_1306",""
"UN PAR DE CERVEZAS","LAS SOÑADORAS","HUAYNO","480","7","ECONOMICO","D_1307",""
"EXITOS DE LAS SOÑADORAS","LAS SOÑADORAS","HUAYNO","500","6","EDUCATIVO","D_1308",""
"MILDER ORE MIIX","WILLY LA TORRE VALQUI","HUAYNO","550","7","POLITICO","D_1309",""
"DANZANTES DE FUEGO 2011 PAL MUNDO","DJ MISHA","HUAYNO","672","10","CULTURAL","D_1310",""
"MIX TOBAS SB 2012","DJ MISHA","HUAYNO","500","2","CULTURAL","D_1311",""
"MIX EXITOS","LOS IDOLOS DE HUARAL","HUAYNO","624","7","RELIGION","D_1312",""
"OLVIDAME","STRING KARMA","HUAYNO","300","10","ECONOMICO","D_1313",""
"GRANDES EXITOS","YARITA LIZETH YANARICO","HUAYNO","754","9","POLITICO","D_1314",""
"MIX TINKUS BOSCO 2013 3RO B","DJ MISHA","HUAYNO","700","4","RELIGION","D_1315",""
"MIX REY MORENO 3RO A BOSCO 2013","DJ MISHA","HUAYNO","650","5","SOCIAL","D_1316",""
"YUYAY JAP'INA TAPES","LUZMILA CARPIO","HUAYNO","764","6","POLITICO","D_1317",""
"JIYAWAS (VOL. 2)","NELSON RIVADINEIRA ESTEFANIA CUELLAR","HUAYNO","260","9","EDUCATIVO","D_1318",""
"BALADA DE LA GUERRA","EDITH RAMOS GUERRA","HUAYNO","392","10","AMBIENTAL","D_1319",""
"NORTEÑA MARINERAS TONDEROS Y RESBALOSAS","EVA AYLLON","TONDERO","600","8","SOCIAL","D_1320",""
"STRING KARMA 14","DJ ROYSER","HUAYNO","700","5","POLITICO","D_1321",""
"A QUE VOLVISTE","CAZADOR HUANCA","HUAYNO","600","6","ECONOMICO","D_1322",""
"VIVA EL TONDERO","LOS TROVADORES DEL NORTE","TONDERO","722","4","AMBIENTAL","D_1323",""
"LUZMILA CARPIO MEETS ZZK","LUZMILA CARPIO","HUAYNO","648","2","CULTURAL","D_1324",""
"LAS NEGRAS HUELEN A RUDA","JOSE CARLOS MARTINEZ","TONDERO","422","6","SOCIAL","D_1325",""
"LOS JAIRAS","LOS JAIRAS","HUAYNO","800","7","RELIGION","D_1326",""
"BOLIVIA CON LOS JAIRAS","LOS JAIRAS","HUAYNO","696","9","AMBIENTAL","D_1327",""
"FLOR PUCARINA Y SUS CANCIONES","FLOR PUCARINA","HUAYNO","700","9","EDUCATIVO","D_1328",""
"YO SOY HUANCAINO","PICAFLOR DE LOS ANDES","HUAYNO","778","9","AMBIENTAL","D_1329",""
"Y SU CONJUNTO","PICAFLOR DE LOS ANDES","HUAYNO","852","9","ECONOMICO","D_1330",""
"TROZOS DE MI ALMA","FLOR PUCARINA","HUAYNO","600","10","CULTURAL","D_1331",""
"VOCES Y ALMA DE BOLIVIA","LOS GENIOS","HUAYNO","800","6","CULTURAL","D_1332",""
"ASI ES ANCASH","EVA LUZ VARGAS","HUAYNO","698","7","AMBIENTAL","D_1333",""
"BOLIVIE MUSIQUE FOLKLORIQUE DU MONDE","LOS JAIRAS","HUAYNO","800","8","POLITICO","D_1334",""
"YAYO JOFRE Y LOS JAIRAS","LOS JAIRAS","HUAYNO","718","7","CULTURAL","D_1335",""
"KINGDOM OF THE SUN: FIESTAS OF PERU","VARIOUS ARTISTS","HUAYNO","718","2","SOCIAL","D_1336",""
"PAISAJES ANDINOS","EL JILGUERO DEL HUASCARAN","HUAYNO","700","2","POLITICO","D_1337",""
"HUYANO DE LA ROCA","LOS INCAS","HUAYNO","592","4","RELIGION","D_1338",""
"SUCCÈS 2 DISQUES EL CONDOR PASA","LOS INCAS","HUAYNO","800","8","ECONOMICO","D_1339",""
"LO MEJOR DE LOS JAIRAS","LOS JAIRAS","HUAYNO","600","10","AMBIENTAL","D_1340",""
"NUESTRO TESORO","PASTORITA HUARACINA","HUAYNO","762","4","AMBIENTAL","D_1341",""
"VIRACOCHA: LEGENDARY MUSIC OF THE ANDES","VARIOUS ARTISTS","HUAYNO","600","2","POLITICO","D_1342",""
"SIEMPRE HUANCAYO","PICAFLOR DE LOS ANDES","HUAYNO","942","10","SOCIAL","D_1343",""
"LA BORRACHITA","BETZABE ITURRALDE","HUAYNO","700","8","ECONOMICO","D_1344",""
"PASION DEL ALMA","FLOR PUCARINA","HUAYNO","872","9","SOCIAL","D_1345",""
"Y SUS HUIRACOCHAS","INDIO MAYTA","HUAYNO","310","5","RELIGION","D_1346",""
"PARA HUANCA... YO","PICAFLOR DE LOS ANDES","HUAYNO","999","4","SOCIAL","D_1347",""
"MUSIC OF THE INCAS","AYLLU SULCA","HUAYNO","684","7","CULTURAL","D_1348",""
"BOLIVIA","KJARKAS","HUAYNO","662","8","EDUCATIVO","D_1349",""
"BANDURRIAS DE CANCHIS","CONJUNTO SANTA BARBARA DE SICUANI","HUAYNO","658","9","ECONOMICO","D_1350",""
"DIABLERIES PERUVIENNES","VARIOUS ARTISTS","HUAYNO","504","8","POLITICO","D_1351",""
"SARTAÑANI","BOLIVIA MANTA","HUAYNO","664","9","CULTURAL","D_1352",""
"BANDURRIAS DE CANCHIS VOL. II","CONJUNTO SANTA BARBARA DE SICUANI","HUAYNO","640","4","AMBIENTAL","D_1353",""
"AL COMPAS DE MI GUITARRA","NANCY RAMOS","HUAYNO","344","5","CULTURAL","D_1354",""
"QUE EMBRUJO TIENES HUANCAYO","ESTUDIANTINA PERU","HUAYNO","700","10","ECONOMICO","D_1355",""
"CAMINITO DE HUANCAYO","ESTUDIANTINA PERU","HUAYNO","700","9","EDUCATIVO","D_1356",""
"LA UNICA","FLOR PUCARINA","HUAYNO","666","4","EDUCATIVO","D_1357",""
"CARLITOS PEREDO Y SU RITMO","CARLITOS PEREDO Y SU RITMO","HUAYNO","700","8","RELIGION","D_1358",""
"ADELANTE","ESTUDIANTINA PERU","HUAYNO","600","9","CULTURAL","D_1359",""
"BONNY ALBERTO TERAN","BONNY ALBERTO TERAN","HUAYNO","676","10","CULTURAL","D_1360",""
"KUTIMUY (VUELVE) / CAMINO DE LA MONTAÑA","LOS KJARKAS","HUAYNO","700","9","CULTURAL","D_1361",""
"ACUERDATE DE MI","FLOR PUCARINA","HUAYNO","214","9","EDUCATIVO","D_1362",""
"SOLA. SIEMPRE SOLA","FLOR PUCARINA","HUAYNO","766","9","AMBIENTAL","D_1363",""
"ESTUDIANTINA ES EL PERU","ESTUDIANTINA PERU","HUAYNO","600","9","AMBIENTAL","D_1364",""
"CANTO A LA MUJER DE MI PUEBLO","KJARKAS","HUAYNO","738","2","EDUCATIVO","D_1365",""
"ALBERTO ARTEAGA","ALBERTO ARTEAGA","HUAYNO","700","8","SOCIAL","D_1366",""
"DIOS TE BENDIGA","EL JILGUERO DEL HUASCARAN","HUAYNO","484","7","ECONOMICO","D_1367",""
"THE INCA HARP LAMENTS AND DANCES OF THE TAWANTINSUYU","THE INCA EMPIRE","HUAYNO","720","7","ECONOMICO","D_1368",""
"LOS HERMANOS SEAN UNIDOS","LOS DE SALTA","HUAYNO","800","4","EDUCATIVO","D_1369",""
"VOCES Y ALMA DE BOLIVIA","LOS GENIOS","HUAYNO","800","10","EDUCATIVO","D_1370",""
"LUZMILA CARPIO","LUZMILA CARPIO","HUAYNO","818","7","AMBIENTAL","D_1371",""
"EL PROLETARIO","PICAFLOR DE LOS ANDES","HUAYNO","600","9","SOCIAL","D_1372",""
"CORAZON DE PIEDRA","FLOR PUCARINA","HUAYNO","716","5","EDUCATIVO","D_1373",""
"LUZMILA CARPIO CON LOS PROVINCIANOS","LUZMILA CARPIO","HUAYNO","554","9","RELIGION","D_1374",""
"SANTISIMA VIRGEN DE COCHARCAS","PICAFLOR DE LOS ANDES","HUAYNO","700","6","SOCIAL","D_1375",""
"EL ARTE DE LA QUENA VOL. 2","UÑA RAMOS","HUAYNO","628","7","POLITICO","D_1376",""
"EL OBRERO","PICAFLOR DE LOS ANDES","HUAYNO","700","4","ECONOMICO","D_1377",""
"UN PASAJERO EN EL CAMINO","PICAFLOR DE LOS ANDES","HUAYNO","600","4","POLITICO","D_1378",""
"EL HUMAHUAQUEÑO","EDMUNDO P ZALDIVAR (H) Y SU CONJUNTO DE ARTE FOLKLORICO","HUAYNO","700","3","RELIGION","D_1379",""
"OH LICOR MALDITO","FLOR PUCARINA","HUAYNO","406","8","RELIGION","D_1380",""
"EL GENIO DEL HUAYTAPALLANA","PICAFLOR DE LOS ANDES","HUAYNO","702","9","POLITICO","D_1381",""
"UN PASO MAS EN LA VIDA","PICAFLOR DE LOS ANDES","HUAYNO","792","9","ECONOMICO","D_1382",""
"DONDE ESTAS AMOR?","FLOR PILEÑA","HUAYNO","700","9","EDUCATIVO","D_1383",""
"VOZ Y SENTIMIENTO","PICAFLOR DE LOS ANDES","HUAYNO","512","5","AMBIENTAL","D_1384",""
"FIESTA DE LOS QUECHUAS","GRUPO KHANATA","HUAYNO","518","9","CULTURAL","D_1385",""
"WA YA YAY","KJARKAS","HUAYNO","830","6","EDUCATIVO","D_1386",""
"LLORANDO SE FUE","KJARKAS","HUAYNO","844","5","ECONOMICO","D_1387",""
"LO MEJOR","ESTUDIANTINA PERU","HUAYNO","636","9","RELIGION","D_1388",""
"LA ENCANTADORA","CHINA MARIA","HUAYNO","800","3","ECONOMICO","D_1389",""
"ESCRITO ESTA","ESTUDIANTINA PERU","HUAYNO","720","7","POLITICO","D_1390",""
"NO VUELVO A AMAR","PROYECCION","HUAYNO","700","7","RELIGION","D_1391",""
"PUEBLOS PERDIDOS","KJARKAS","HUAYNO","588","9","POLITICO","D_1392",""
"CHARANGO CUZQUEÑO","JULIO BENAVENTE DIAZ","HUAYNO","634","5","EDUCATIVO","D_1393",""
"SOUNDS OF THE ANDES","THE BLIND STREET MUSICIANS OF CUSCO","HUAYNO","550","6","SOCIAL","D_1394",""
"ACUERDATE DE MI","ESTUDIANTINA PERU","HUAYNO","564","5","CULTURAL","D_1395",""
"BODAS DE PLATA","FLOR PUCARINA","HUAYNO","644","5","POLITICO","D_1396",""
"BOLIVIA: PANPIPES","VARIOUS ARTISTS","HUAYNO","664","8","SOCIAL","D_1397",""
"SYRINX DE BOLIVIE","VARIOUS ARTISTS","HUAYNO","698","10","RELIGION","D_1398",""
"BUSCO TU CARIÑO","IRMA BAZAN","HUAYNO","600","5","SOCIAL","D_1399",""
"ANTONIETA ANTEZANA","ANTONIETA ANTEZANA & MARIO ANAGUA","HUAYNO","690","5","AMBIENTAL","D_1400",""
"SONCCONACUY (FROM HEART TO HEART)","AMARU III","HUAYNO","800","5","POLITICO","D_1401",""
"VOL1 POR LAS RUTAS DEL ANDE","TRADICIONES ANDINAS","HUAYNO","700","9","RELIGION","D_1402",""
"SOLO SOY UNA CANCION","GRUPO BOLIVIA","HUAYNO","562","8","AMBIENTAL","D_1403",""
"LO MEJOR DE NORTE POTOSI","NORTE POTOSI","HUAYNO","760","9","ECONOMICO","D_1404",""
"TRADITIONELLE MUSIK DER INKAS VOL4: JATARISHUN","LLAQTAYMANTA","HUAYNO","568","3","POLITICO","D_1405",""
"IRONIAS DE AMOR","LUISA MOLINA","HUAYNO","700","3","RELIGION","D_1406",""
"PEROU HUAYNO HUAYNOE CREOLE ET MARINERA","VARIOUS ARTISTS","HUAYNO","500","4","RELIGION","D_1407",""
"ARPA AYACUCHANA VOLI","VARIOUS ARTISTS","HUAYNO","722","9","CULTURAL","D_1408",""
"MADRE","DINA PAUCAR","HUAYNO","600","9","POLITICO","D_1409",""
"DINA PAUCAR","DINA PAUCAR","HUAYNO","700","5","ECONOMICO","D_1410",""
"CRISTOS INDIOS","MIGUEL MANSILLA GUEVARA","HUAYNO","454","3","RELIGION","D_1411",""
"HUAYNOS & HUAYLAS THE REAL MUSIC OF PERU","VARIOUS ARTISTS","HUAYNO","600","7","ECONOMICO","D_1412",""
"PERUVIAN HARP & MANDOLIN","THE BLIND STREET MUSICIANS OF CUSCO","HUAYNO","720","9","ECONOMICO","D_1413",""
"QUIQUIN PACHA","KJARKAS","HUAYNO","654","8","CULTURAL","D_1414",""
"PASTORITA HUARACINA","PASTORITA HUARACINA","HUAYNO","694","10","RELIGION","D_1415",""
"EL CORAZON DEL PUEBLO (THE HEART OF THE PEOPLE)","LOS MASIS","HUAYNO","332","10","CULTURAL","D_1416",""
"ESPIRITU DE ESTA SELVA","BERSUIT VERGARABAT","HUAYNO","584","8","RELIGION","D_1417",""
"CANTO Y SENTIMIENTO DE UN PUEBLO","GRUPO BOLIVIA","HUAYNO","700","10","POLITICO","D_1418",""
"LO MEJOR DE LUZMILA CARPIO S. CANTOS QUECHUA AYMARAS DE LOS ANDES","LUZMILA CARPIO","HUAYNO","762","7","RELIGION","D_1419",""
"REINA DEL FOLKLORE 1970 1971","LUZMILA CARPIO","HUAYNO","636","8","ECONOMICO","D_1420",""
"EUSEBIO CHATO GRADOS","EUSEBIO CHATO GRADOS","HUAYNO","600","9","AMBIENTAL","D_1421",""
"HUAYNOS Y DANZAS RELIGIOUS AND SECULAR MUSIC OF THE CALLEJON DE HUAYLAS","PERU","HUAYNO","224","8","AMBIENTAL","D_1422",""
"LO MEJOR DE LOS DE UNCIA","LOS DE UNCIA","HUAYNO","700","9","CULTURAL","D_1423",""
"LA SANTA TIERRA","ALICIA MAGUIÑA","HUAYNO","638","9","AMBIENTAL","D_1424",""
"PURO HUAYNO ANTOLOGIA DE LA MUSICA PERUANA","VARIOUS ARTISTS","HUAYNO","756","9","RELIGION","D_1425",""
"MUSIC OF NORTE POTOSI MUSIQUE DE NORTE POTOSI","FLORINDO ALVIS","HUAYNO","526","10","POLITICO","D_1426",""
"EL ALMA DE LA GUITARRA PERUANA","RAUL GARCIA ZARATE","HUAYNO","850","8","POLITICO","D_1427",""
"TREN DEL CIELO","SOLEDAD","HUAYNO","800","7","EDUCATIVO","D_1428",""
"GRANDES EXITOS","FLOR PILEÑA","HUAYNO","762","7","EDUCATIVO","D_1429",""
"WILLKA MAYU","WILLKA MAYU","HUAYNO","864","9","SOCIAL","D_1430",""
"ARPA AYACUCHANA PERU INSTRUMENTAL VOL. 1","OTONIEL CCALLANCHIRA","HUAYNO","810","7","POLITICO","D_1431",""
"GRACIAS POR QUERERNOS TANTO","GRUPO FEMENINO BOLIVIA","HUAYNO","860","6","ECONOMICO","D_1432",""
"TE LO ANUNCIO","NANCY MANCHEGO","HUAYNO","700","1","SOCIAL","D_1433",""
"KINGDOM OF THE SUN PERU'S INCA HERITAGE","DAVID LEWISTON","HUAYNO","700","7","ECONOMICO","D_1434",""
"LO NUESTRO TERMINO","GERALDINA ANTEZANA","HUAYNO","750","8","POLITICO","D_1435",""
"LA NIÑA MARAVILLA DEL FOLCKLORE","WENDY SULCA","HUAYNO","300","9","SOCIAL","D_1436",""
"LA TETITA","WENDY SULCA","HUAYNO","346","5","POLITICO","D_1437",""
"ESTA ES MI TIERRA","OSCAR AVILES","TONDERO","854","8","CULTURAL","D_1438",""
"UN PAR DE CERVEZAS","LAS SOÑADORAS","HUAYNO","480","7","AMBIENTAL","D_1439",""
"EXITOS DE LAS SOÑADORAS","LAS SOÑADORAS","HUAYNO","500","1","CULTURAL","D_1440",""
